isbn13,average_rating,book_id,format,num_pages,publication_year,ratings_count,text_reviews_count,to_read_count,series_binary,author_average_rating
9781611163490,4.47,18802845,ebook,102,2013,16,5,17.0,0,4.07
9781611187366,3.43,13446584,ebook,109,2012,20,10,46.0,0,3.52
9781611241969,3.46,12355775,ebook,53,2011,254,23,151.0,1,3.53
9781611940916,3.76,13512711,Paperback,220,2012,36,5,68.0,1,3.71
9781612125671,4.01,22161657,Paperback,224,2015,64,14,72.0,0,3.93
9781612352572,3.2,14533937,Paperback,128,2013,5,1,5.0,1,3.64
9781612615714,4.0,21413789,Paperback,32,2014,3,2,3.0,0,3.6
9781612641393,5.0,18885484,Paperback,174,2013,6,3,264.0,0,4.86
9781613338742,3.98,25752960,ebook,91,2015,43,12,68.0,1,3.57
9781613721964,2.5,12804782,ebook,21,2011,6,2,11.0,1,3.63
9781613723289,4.05,13265990,ebook,240,2012,804,148,1760.0,0,4.05
9781613743683,3.77,16144048,Hardcover,304,2013,27,4,22.0,0,3.71
9781613748008,4.38,17465024,Hardcover,352,2013,37,10,72.0,0,4.08
9781614959564,3.21,18109205,ebook,200,2013,13,6,26.0,1,3.0
9781615192274,3.95,22514365,Paperback,176,2015,34,13,671.0,0,3.91
9781615728558,4.31,17355322,Paperback,152,2013,14,10,425.0,0,4.36
9781615818693,4.2,11128881,ebook,200,2011,545,61,407.0,1,4.03
9781616200350,3.97,9993641,ebook,557,2011,72,19,1341.0,0,3.97
9781616266868,4.0,12358146,Paperback,352,2012,87,30,323.0,0,4.115
9781616407407,5.0,16177625,Paperback,754,2012,4,1,2.0,0,5.0
9781616550615,3.53,17131946,Hardcover,144,2013,297,34,454.0,0,3.956666666666667
9781616556082,3.63,22716588,Paperback,268,2015,129,18,346.0,0,3.8800000000000003
9781616556112,4.56,23210008,Paperback,616,2015,95,11,57.0,1,4.25
9781617201653,3.92,10339429,Paperback,80,2011,6,1,3823.0,1,3.87
9781617417856,3.0,14587798,Hardcover,48,2011,3,1,0.0,0,3.35
9781617690778,4.06,23167684,Paperback,320,2015,69,8,391.0,0,4.03
9781617691393,4.24,23167713,Paperback,192,2015,113,16,334.0,0,4.23
9781619211698,4.16,15742841,ebook,248,2012,655,30,21.0,1,3.94
9781619228542,3.9,25162902,ebook,82,2015,16,6,45.0,1,3.89
9781619632851,3.98,18594443,Hardcover,352,2014,24,7,1300.0,1,3.99
9781620161142,4.53,23241334,Paperback,168,2014,8,4,208.0,0,4.58
9781620325353,3.86,17935752,Paperback,300,2013,47,20,19.0,0,4.09
9781620326428,3.0,17141113,Paperback,350,2012,3,1,3.0,0,3.335
9781621052104,4.63,27814981,Paperback,183,2015,36,18,403.0,0,4.16
9781622415250,3.58,16112712,ebook,123,2012,173,14,66.0,1,3.67
9781622427574,3.6,17704007,ebook,105,2013,108,5,79.0,1,3.53
9781622669066,3.54,13551031,ebook,210,2012,779,74,972.0,1,3.88
9781623804855,4.03,17906341,ebook,350,2013,219,25,190.0,1,3.93
9781624020551,2.5,21562905,Hardcover,24,2014,2,2,0.0,0,3.145
9781626260016,3.73,17449363,Paperback,297,2013,480,78,3266.0,1,4.0
9781626390430,3.8,18342360,Paperback,264,2014,97,17,488.0,0,3.66
9781626390539,4.19,18342348,Paperback,264,2014,158,18,177.0,1,3.91
9781626463028,3.92,17436399,Paperback,210,2013,13,7,218.0,0,4.02
9781626494855,3.43,31341391,ebook,348,2016,12,8,333.0,1,3.56
9781627075947,5.0,31142814,Paperback,208,2017,2,1,7.0,0,3.9
9781627551953,4.01,18056542,Paperback,150,2013,2,1,70.0,0,3.86
9781627620437,3.94,20555780,ebook,569,2014,140,19,474.0,1,3.7883333333333327
9781627792677,3.67,23168836,Hardcover,400,2015,456,109,4183.0,0,3.69
9781627983310,3.8,18518473,ebook,344,2013,132,38,451.0,0,3.788181818181817
9781628300550,3.35,22042391,Paperback,426,2013,39,5,1227.0,0,3.5
9781628922868,3.71,25732010,Paperback,152,2016,17,12,49.0,1,3.8466666666666662
9781628990461,4.19,20312701,Hardcover,294,2014,14,6,661.0,1,4.2
9781629021485,5.0,22129735,Paperback,336,2014,1,1,3.0,0,5.0
9781629144863,4.0,20344692,Paperback,320,2014,2,1,3.0,0,3.4299999999999997
9781629944067,4.97,20527130,Paperback,202,2014,32,27,7.0,0,4.87
9781630269234,3.81,25371559,Hardcover,389,2015,108,55,2.0,0,3.57
9781630583453,4.4,22181344,Paperback,208,2014,17,9,166.0,0,4.17
9781632150479,3.14,21499006,Paperback,128,2014,201,35,67.0,0,3.813333333333334
9781632583338,3.4,23254547,ebook,159,2014,42,12,38.0,1,3.55
9781634760843,3.71,25435998,ebook,226,2015,258,59,239.0,0,3.76
9781634762359,3.5,25794754,ebook,46,2015,37,14,59.0,0,3.85
9781634768146,3.7,28452742,ebook,218,2016,444,95,354.0,0,3.83
9781634810524,4.09,29464890,Paperback,416,2016,2,1,15.0,1,3.7
9781635337204,4.04,34259771,ebook,266,2017,4,3,170.0,1,3.8449999999999998
9781640103436,4.12,34853686,ebook,158,2017,39,4,0.0,1,3.9
9781646558009,3.36,22846519,Hardcover,210,2014,23,5,123.0,0,3.66
9781681193458,3.91,30039052,Hardcover,32,2016,33,7,9.0,0,3.79
9781741799989,4.06,7989367,Paperback,432,2010,39,8,41.0,1,3.9399999999999995
9781742208916,4.0,22300508,Paperback,192,2014,27,2,8.0,0,3.925
9781742376530,3.64,11228949,Paperback,296,2011,101,29,730.0,0,3.78
9781742379180,3.6,15768625,Paperback,312,2012,80,16,81.0,0,3.48
9781742707907,4.08,21394628,Paperback,85,2014,73,15,59.0,0,4.23
9781742845470,4.5,26181123,ebook,570,2015,4,1,1.0,0,4.82
9781743313350,4.48,28165143,Hardcover,32,2015,33,11,24.0,0,3.98
9781743534328,3.74,24330657,Paperback,320,2015,78,24,1584.0,0,3.89
9781743790113,2.5,25893828,Paperback,200,2017,2,2,9.0,0,3.43
9781743790458,4.13,25892866,Paperback,160,2015,15,2,6.0,0,4.0
9781760402303,4.33,29461542,Board book,18,2016,6,2,2.0,0,4.23
9781770097490,3.67,7267379,Paperback,296,2009,15,4,5.0,0,3.67
9781770098121,4.02,7899555,Paperback,256,2010,83,13,107.0,0,3.8
9781770496514,4.23,25241967,Hardcover,216,2015,21,8,48.0,0,4.22
9781770892699,4.03,16000375,Paperback,120,2013,59,12,97.0,0,3.82
9781771113731,3.63,16151075,ebook,42,2012,86,13,42.0,1,3.65
9781771411080,4.2,25374503,Paperback,267,2015,5,2,59.0,0,4.33
9781771641869,3.8,26113645,Paperback,304,2016,5,1,108.0,0,3.6799999999999997
9781776560646,4.42,30200049,Paperback,83,2016,19,5,16.0,0,4.25
9781780236698,3.77,29362268,Paperback,224,2016,4,1,70.0,0,3.82
9781780334936,3.54,15955407,Paperback,399,2012,15,3,12.0,0,3.88
9781780925721,4.21,19520274,Paperback,208,2014,28,14,308.0,0,4.01
9781781083017,3.72,25987146,Mass Market Paperback,448,2015,3,2,158.0,0,3.87
9781781083451,4.07,23492555,Hardcover,112,2015,119,11,77.0,1,4.015
9781781120927,3.08,14612488,Hardcover,67,2012,10,4,424.0,0,4.05
9781781163405,3.86,13573246,Hardcover,48,2012,56,5,1112.0,1,3.7199999999999998
9781781807422,3.97,28013805,Paperback,256,2016,176,16,492.0,0,3.99
9781781848265,3.83,18802388,ebook,256,2013,4,5,6.0,0,4.31
9781781849804,3.35,20721620,ebook,40,2014,18,7,20.0,0,3.72
9781782060574,3.41,21855924,Hardcover,464,2014,39,14,100.0,0,3.8
9781782197683,3.74,22300651,Paperback,288,2014,19,4,28.0,0,3.47
9781782393917,4.02,18778313,Paperback,320,2014,149,22,134.0,1,3.75
9781782798187,4.5,29448908,Paperback,232,2016,4,1,39.0,0,3.885
9781782800316,5.0,17279747,Paperback,275,2013,2,1,1.0,0,4.5
9781783700448,3.96,23731015,Paperback,224,2014,9,4,0.0,0,4.07
9781783700578,3.6,23156668,Paperback,240,2014,4,2,0.0,1,3.76
9781783754649,4.29,20968174,Paperback,200,2014,975,80,1581.0,1,4.22
9781784622640,4.38,25223736,Paperback,304,2015,11,7,418.0,0,4.38
9781784653217,5.0,36244422,Paperback,345,2017,1,1,,0,4.5
9781784751043,4.33,26127597,Paperback,416,2016,3,2,5.0,0,3.99
9781784873189,4.07,34211735,Paperback,336,2017,244,25,372258.0,0,3.97
9781784965082,4.4,30753525,Hardcover,304,2017,100,21,80.0,1,3.85
9781840115796,3.83,6081518,Unknown Binding,24,2006,10,1,66.0,0,4.07
9781841499321,3.71,9191310,Paperback,596,2010,57,2,3708.0,1,3.72
9781842327159,3.25,796278,Paperback,190,2008,96,11,45.0,1,3.64
9781843549321,3.83,15774857,Paperback,316,2012,7,2,661.0,0,4.03
9781843838364,4.29,16256676,Hardcover,445,2013,7,1,9.0,0,4.04
9781844090488,3.67,458208,Paperback,160,2005,6,2,15.0,0,3.11
9781844168194,4.47,6879569,Paperback,1024,2010,101,3,258.0,1,4.04
9781844547487,4.1,6450970,Paperback,352,2009,57,7,99.0,0,3.84
9781845950781,3.87,8660510,Paperback,448,2010,22,2,821.0,0,3.94
9781846035814,4.05,9079762,Paperback,96,2011,43,13,35.0,1,3.8099999999999996
9781846144790,3.26,18069582,Hardcover,336,2013,28,5,17.0,0,3.88
9781846536335,4.02,23973924,Paperback,116,2015,34,7,1079.0,1,4.05
9781846554247,2.94,17186273,Hardcover,384,2015,14,2,243.0,0,3.76
9781846590764,3.89,7040712,Hardcover,407,2009,31,1,52.0,0,3.58
9781846883828,3.84,25990054,Paperback,412,2015,23,6,4170.0,1,3.71
9781847196545,3.75,7648419,Paperback,268,2009,4,1,2.0,0,4.29
9781847393128,3.83,7801909,Paperback,232,2008,17,3,6819.0,0,3.92
9781847398574,3.71,8478475,Paperback,304,2009,29,6,269.0,0,3.7249999999999996
9781847740250,4.62,13237111,Paperback,140,2012,7,1,83.0,0,4.62
9781847827289,4.02,20805780,Hardcover,520,2009,1,1,13636.0,0,3.94
9781848845176,4.0,14490476,Paperback,166,2012,4,2,7.0,0,3.73
9781848861176,3.79,23359812,Paperback,32,2015,14,3,6.0,0,3.895
9781849084796,4.07,9049458,Paperback,304,2011,13,1,582.0,0,4.08
9781849181891,3.81,19157575,Paperback,48,2014,5,2,36.0,1,3.91
9781849397728,3.89,17612639,Hardcover,160,2013,6,2,3392.0,0,3.94
9781849631341,5.0,16389614,Paperback,338,2012,1,1,1.0,0,5.0
9781853260261,4.09,1050430,Paperback,230,1992,177,14,10512.0,0,3.93
9781853994180,3.24,634354,Paperback,208,2004,55,4,46.0,0,3.51
9781855143517,3.92,401896,Hardcover,108,2006,44,10,104.0,0,4.0
9781855323681,3.71,1876211,Paperback,96,1994,16,2,15.0,1,3.61
9781857885736,3.48,13447839,Paperback,288,2012,31,7,79.0,0,3.47
9781861086761,3.96,8622144,Paperback,112,2010,26,4,43.0,0,4.0
9781861893703,4.0,7983705,Paperback,224,2008,13,3,13.0,0,4.1
9781861979643,3.38,3887158,Paperback,266,2007,14,2,3.0,0,3.56
9781862059924,4.06,15806812,Hardcover,144,2012,32,9,18.0,0,4.109999999999999
9781862076747,3.61,530003,Paperback,445,2004,394,10,168.0,0,3.73
9781863956901,3.74,22454066,Paperback,288,2014,733,73,2321.0,0,3.74
9781868425334,3.33,23758194,Paperback,298,2014,6,2,5.0,0,4.0
9781871217032,0.0,6097801,Hardcover,171,1989,0,1,2.0,0,0.0
9781878271051,4.0,3903807,Paperback,88,1997,1,1,0.0,0,4.0
9781878379276,3.4,571952,Paperback,95,1993,25,4,15.0,0,3.35
9781879045422,4.01,1263462,Paperback,128,1995,66,10,69.0,0,4.34
9781882670901,2.5,186597,Paperback,140,2005,2,1,7.0,0,3.68
9781882918256,4.14,6990334,Paperback,344,2009,24,2,56.0,0,4.14
9781883937713,3.83,171647,Paperback,165,2005,149,24,192.0,0,3.725
9781885767592,4.03,169934,Paperback,149,2001,147,27,134.0,0,4.1
9781887279529,3.62,1641288,Paperback,120,1997,20,3,36.0,1,3.945
9781888375848,4.3,4573280,Paperback,160,2008,35,3,1002.0,0,4.26
9781889031965,4.17,529283,Paperback,112,2001,12,1,10.0,0,4.04
9781890470012,2.85,3132469,Paperback,178,2001,8,1,239.0,1,2.96
9781891241536,4.1,1800213,Paperback,300,2007,255,39,694.0,0,4.04
9781891470035,4.5,3953749,Paperback,216,1996,2,1,0.0,0,4.77
9781891830921,2.73,698897,Paperback,120,2007,49,10,16.0,0,3.21
9781892051011,3.72,860069,Hardcover,288,2001,88,5,73.0,1,3.7800000000000002
9781892779205,2.0,1519076,Unknown Binding,192,1998,2,2,0.0,0,2.6
9781894770699,4.49,12378245,Paperback,97,2011,133,11,664.0,0,4.15
9781896597843,3.82,432917,Hardcover,156,2004,751,42,232.0,1,3.93
9781897109243,4.0,3699108,Paperback,109,2008,3,1,8.0,0,3.87
9781898307235,4.0,1010969,Paperback,165,1994,15,5,28.0,0,4.0
9781903155721,3.29,6944899,Paperback,91,2009,50,2,56.0,0,3.895
9781903511534,4.59,1062670,Paperback,228,2004,59,2,25.0,0,4.35
9781904341079,3.86,1096049,Paperback,182,2005,154,10,135.0,1,4.066666666666666
9781904442141,3.99,267660,Paperback,32,2004,1317,151,1448.0,0,3.895
9781904738343,3.24,4736470,Paperback,295,2009,109,13,84.0,1,3.5300000000000002
9781905400379,3.72,1158839,Hardcover,144,2006,32,4,20.0,0,3.78
9781905654482,3.55,6619625,Hardcover,343,2009,41,8,21983.0,1,3.66
9781906994075,3.81,9511690,Paperback,336,2010,9,4,230.0,0,3.62
9781908005113,3.45,12199343,Hardcover,144,2011,21,4,21.0,0,3.48
9781908086648,3.5,14571254,Paperback,218,2013,2,1,5.0,0,3.67
9781908800664,3.33,18472601,Paperback,365,2013,35,9,808.0,0,3.69
9781908983022,3.95,16694865,Paperback,280,2013,21,2,18.0,0,3.8612499999999996
9781909192669,3.67,19073101,Paperback,204,2013,3,4,9.0,0,3.79
9781909741188,3.9,25362749,Hardcover,64,2015,29,11,76.0,0,3.96
9781910081051,4.12,21522467,ebook,560,2015,1698,298,717.0,1,3.67
9781910549384,4.0,26782821,Hardcover,32,2015,1,1,3.0,0,3.63
9781911331803,3.96,33525967,Paperback,320,2017,39,29,51.0,1,3.68
9781911381136,4.13,30291370,Paperback,290,2016,7,2,970.0,1,4.25
9781920501747,3.53,13393537,ebook,147,2012,82,11,58.0,1,3.3
9781921633638,3.6,16126390,Hardcover,32,2012,5,3,1.0,0,4.21
9781922147455,3.58,18528312,Paperback,304,2014,23,7,97.0,0,3.9400000000000004
9781922147516,3.1,18393105,Paperback,291,2013,25,8,17.0,0,3.67
9781925059298,3.9,25634278,Hardcover,32,2015,10,3,2.0,0,3.91
9781925095104,3.56,23332853,ebook,479,2014,27,5,4912.0,1,3.92
9781926778433,4.7,13118949,Paperback,144,2012,59,6,45.0,0,4.24
9781926996981,4.68,15704266,ebook,213,2012,9,1,8.0,1,4.68
9781927095775,4.14,21944744,Hardcover,32,2014,268,72,188.0,0,4.14
9781927469194,3.72,15821236,ebook,300,2012,63,13,1725.0,0,3.9
9781927469378,3.78,16103234,ebook,300,2013,14,7,745.0,0,3.83
9781927715154,4.33,23310992,ebook,314,2014,229,35,381.0,1,3.97
9781929694006,4.48,224484,Paperback,230,2003,73,8,188.0,0,4.616666666666667
9781930076211,3.92,18523167,Paperback,278,2013,13,10,179.0,0,4.34
9781931561099,3.97,1013527,Hardcover,351,2002,46,1,190.0,1,3.8974193548387097
9781931561730,3.85,1998431,Hardcover,248,2004,34,13,48.0,0,4.08
9781932690484,3.86,2597940,Paperback,168,2008,7,3,23.0,0,4.72
9781932888003,3.33,1873223,Hardcover,24,2004,3,2,0.0,0,3.8
9781933466538,4.0,3133210,Paperback,88,2008,2,2,0.0,0,4.0
9781933618081,3.91,12787,Hardcover,302,2006,1915,174,140.0,0,3.9499999999999997
9781933880051,4.5,2232824,Paperback,196,2008,12,3,10.0,0,4.17
9781934648421,3.57,3471187,Hardcover,124,2008,33,9,104.0,0,4.06
9781934938348,3.7,7051024,Paperback,340,2009,9,5,13.0,0,3.7
9781935179894,3.38,24796214,Hardcover,40,2015,167,43,76.0,1,3.9899999999999998
9781935182368,4.04,9753194,Paperback,552,2011,112,13,76.0,0,4.04
9781935202172,3.92,17194938,Hardcover,251,2013,162,18,375.0,0,3.94
9781935274643,4.0,13588538,Paperback,250,2012,3,1,1.0,0,4.11
9781935536659,4.21,26095364,Paperback,68,2015,182,34,423.0,0,3.87
9781935554288,3.6,9578031,Paperback,188,2011,534,85,782.0,1,3.53
9781935635536,4.45,28962809,Paperback,80,2016,53,10,336.0,0,4.45
9781935954354,3.54,18596163,Hardcover,26,2014,70,16,20.0,0,3.6
9781936202355,4.04,11427319,Paperback,210,2011,7,1,245.0,1,3.92
9781936261857,4.19,30209391,ebook,32,2016,16,4,867.0,0,4.244999999999999
9781936393794,4.26,17296203,Hardcover,144,2014,40,8,59.0,1,4.11
9781936827725,4.69,13254790,Paperback,188,2011,12,6,37.0,0,4.62
9781936970179,4.08,18010333,Paperback,61,2013,13,5,3.0,0,4.0
9781937053550,4.53,18748522,Paperback,336,2014,15,8,243.0,0,4.53
9781937085476,3.59,11301765,Paperback,252,2011,809,112,4714.0,1,3.79
9781937384029,3.56,13038688,Paperback,227,2012,13,6,25.0,1,3.59
9781937804374,4.05,20526635,ebook,263,2014,16,13,47.0,1,3.79
9781937994778,4.4,20898112,Paperback,208,2014,244,13,217.0,0,4.395
9781938215094,4.0,18991170,Paperback,312,2013,2,3,1.0,0,4.14
9781938509001,4.47,13615633,Paperback,80,2012,15,3,31.0,0,4.47
9781938512100,4.11,17344065,Paperback,144,2012,9,2,3.0,0,4.31
9781938778421,4.5,24756615,Paperback,336,2015,6,4,3.0,0,4.406666666666666
9781938887383,3.81,20795188,Paperback,286,2014,60,21,1087.0,1,3.88
9781939173010,4.23,16692299,Paperback,336,2013,80,40,2069.0,0,4.23
9781939193995,4.08,22008585,ebook,125,2014,585,84,5480.0,1,4.18
9781939194275,3.7,17087933,Paperback,226,2012,65,7,441.0,0,3.77
9781940450261,3.52,20578746,Hardcover,330,2014,236,39,633.0,0,3.52
9781940534930,3.61,22692312,Paperback,298,2014,321,94,638.0,1,3.86
9781941220504,4.19,25734121,Paperback,180,2015,118,15,38.0,1,3.95
9781943931040,4.04,31120224,ebook,228,2016,37,17,156.0,1,4.04
9781944044572,4.33,34706188,Paperback,102,2017,16,9,21.0,0,3.8033333333333332
9781945181214,4.0,36271118,Paperback,266,2017,2,1,1.0,0,4.38
9781974109937,5.0,35909646,Paperback,90,2017,1,1,2.0,0,4.43
9781987937046,3.9,32331234,Paperback,257,2016,6,6,468.0,0,3.75
9782012023796,3.99,13558212,Paperback,306,2012,15,3,50.0,1,3.84
9782070103904,3.88,71236,Hardcover,369,1959,70,14,419.0,0,3.945
9782070375806,3.68,6345543,Paperback,153,1984,12,2,2077.0,0,3.88
9782070422395,3.98,333363,Mass Market Paperback,320,2002,82,9,34042.0,0,4.03
9782070422432,3.71,435643,Paperback,138,2002,48,6,344.0,0,3.62
9782070511549,3.69,861730,Hardcover,185,2005,4,2,224.0,1,3.625
9782070639960,3.53,12606192,Hardcover,96,2011,83,7,43.0,0,3.77
9782218925450,5.0,25033975,Paperback,79,2007,1,1,0.0,0,4.43
9782251381107,4.4,23597498,Paperback,246,2011,1,1,3.0,0,4.05
9782251802299,3.95,22229138,Paperback,493,2014,2,1,1622.0,0,3.6466666666666665
9782253117667,3.29,1809479,Mass Market Paperback,407,2007,164,9,53.0,0,3.37
9782258092389,3.98,18688046,Paperback,425,2013,30,2,1172.0,1,3.8449999999999998
9782264027757,4.19,156235,Paperback,544,1999,81,13,1223.0,0,3.935
9782264045966,3.61,3031522,Hardcover,301,2008,9,2,1523.0,0,3.9
9782266130486,4.28,1262293,Mass Market Paperback,390,2003,48,4,58.0,1,4.14
9782266167536,3.33,1518714,Mass Market Paperback,480,2007,61,2,73.0,0,3.98
9782266251624,4.21,27223710,Mass Market Paperback,342,2015,9,2,1695.0,1,4.19
9782290115954,4.19,28779904,Mass Market Paperback,384,2016,23,4,1007.0,1,3.98
9782302063884,4.0,36290322,Hardcover,48,2017,5,1,1.0,1,4.335
9782344014431,3.84,35393336,Hardcover,160,2016,1,1,303.0,1,3.995
9782362311420,4.12,25002842,Paperback,508,2015,67,16,42627.0,0,4.04
9782365680028,4.25,17229112,Hardcover,192,2012,12,3,13.0,0,4.0649999999999995
9782365693073,4.53,35658013,Paperback,448,2017,15,3,25.0,0,4.5649999999999995
9782705657819,5.0,3039856,Paperback,197,1975,1,1,2.0,0,4.01
9782731612677,3.76,221918,Hardcover,62,1999,101,5,24.0,1,4.0
9782745162717,5.0,17794707,Paperback,4928,2009,3,4,109.0,0,5.0
9782746503953,3.25,28248986,Paperback,59,2008,1,1,82.0,0,3.25
9782809417432,3.75,10611709,Paperback,230,2011,26,1,5.0,1,4.125
9782811210168,3.73,18139848,Mass Market Paperback,476,2013,10,5,170.0,1,3.85
9782811625245,3.66,30976748,Paperback,160,2016,1,1,142.0,1,4.44
9782824201085,4.0,16088640,ebook,201,2012,58,13,14.0,1,3.92
9782841720392,3.98,596964,Paperback,288,1996,89,4,6544.0,1,4.13
9782841726356,4.29,20443160,Paperback,480,2013,12,2,342.0,1,4.2
9782843051166,3.97,29916573,Paperback,597,2014,6,2,128.0,1,3.68
9782845654785,3.7,4427019,Hardcover,54,2003,22,1,6.0,1,3.66
9782847345816,5.0,35017852,Paperback,493,2009,1,1,2.0,0,3.915
9782876785168,5.0,35689592,Paperback,216,2003,1,1,0.0,0,5.0
9782915653281,3.25,6379070,Paperback,159,2006,4,1,21.0,1,3.911666666666667
9782954066219,4.4,22712039,Paperback,308,2013,2,1,38.0,1,4.3
9782954583792,4.5,23494224,ebook,19,2014,2,1,4.0,0,3.9
9783150078280,3.81,1001629,Paperback,175,1997,69,7,138.0,0,3.8150000000000004
9783170179585,2.0,19339369,Paperback,303,2003,1,1,,0,3.0
9783406682032,3.84,25686539,Hardcover,262,2015,50,6,5192.0,0,3.77
9783426517079,4.26,26242183,Paperback,877,2015,110,21,3248.0,1,4.22
9783426607732,3.9,903633,Paperback,800,1998,3,1,3596.0,0,3.86
9783426652527,4.01,11800876,Paperback,400,2011,100,10,37.0,1,3.92
9783442369393,4.15,6185702,Paperback,381,2008,72,9,4067.0,1,4.01
9783442383863,4.0,23592466,Paperback,480,2014,13,3,4393.0,1,3.96
9783442475650,3.83,11339345,Paperback,351,2011,68,13,2487.0,1,3.75
9783446245327,3.83,32505592,Hardcover,48,2014,2,1,48.0,1,3.82
9783453677135,4.33,33623336,Paperback,672,2017,12,6,18.0,0,4.33
9783458330844,5.0,2410697,Paperback,230,1998,2,1,4.0,0,3.96
9783463405797,3.78,13564972,Hardcover,512,2012,20,5,12529.0,0,3.73
9783473383894,3.54,22613145,ebook,186,2009,3,3,4832.0,0,3.5700000000000003
9783476016126,4.78,6629556,Hardcover,845,2007,7,1,11.0,0,4.65
9783492251907,3.84,2705927,Paperback,586,2008,32,3,129.0,0,3.86
9783492271851,4.1,26882655,Paperback,400,2011,8,1,1680.0,1,4.01
9783499246258,4.38,18005626,Paperback,680,2009,29,5,4436.0,1,4.19
9783499259012,4.15,16005542,Paperback,352,2012,30,9,10.0,0,4.22
9783518464250,4.06,17449272,Hardcover,687,2013,110,5,67241.0,0,4.029999999999999
9783551354037,4.53,840579,Paperback,480,2007,367,15,0.0,1,4.44
9783551520166,3.83,10658546,Paperback,432,2011,157,16,1816.0,1,3.5999999999999996
9783551581907,3.84,4504047,Hardcover,862,2008,1489,97,10891.0,1,3.64
9783551651655,3.8,30648386,Hardcover,288,2016,15,3,12.0,1,3.6550000000000002
9783551768230,3.62,2633556,Paperback,155,2001,27,2,44.0,0,4.11
9783570500613,4.3,1741372,Paperback,316,2004,2,1,19.0,0,3.9
9783596161331,4.01,1119261,Paperback,415,2005,1175,48,143512.0,0,3.875
9783596167357,3.66,2402407,Paperback,448,2009,259,11,12410.0,0,3.875
9783646600803,3.95,23289919,ebook,247,2014,35,12,20.0,0,3.68
9783717107811,4.01,1699816,Paperback,364,2006,4,1,167.0,0,4.0
9783775725934,4.65,8493270,Hardcover,204,2010,62,7,130.0,0,4.3374999999999995
9783785566077,4.03,6121948,Hardcover,366,2009,116,10,5576.0,1,3.9466666666666668
9783802592386,4.2,18112489,Klappenbroschur,416,2013,30,3,1944.0,1,4.175000000000001
9783807703374,4.08,2535558,Hardcover,438,1996,7,2,3534.0,1,3.91
9783825243548,5.0,25762495,Paperback,175,2015,1,1,0.0,0,5.0
9783827000125,3.98,2986042,Hardcover,622,1996,25,7,42968.0,0,3.97
9783835302716,3.82,3737348,Hardcover,197,2008,149,8,256.0,0,3.5
9783839142134,2.0,10518172,Paperback,168,2010,1,1,1.0,0,2.0
9783841440211,4.12,35141443,Hardcover,464,2017,335,60,80.0,0,4.12
9783868005950,3.89,11364181,Paperback,1182,2010,8,2,6582.0,0,3.98
9783868831696,3.73,11557443,Paperback,208,2011,27,4,17.0,0,3.66
9783896675156,3.95,25187989,Hardcover,928,2014,3,1,2641.0,0,4.04
9783907044889,4.38,574916,Hardcover,528,1999,58,2,220.0,0,4.15
9783936636048,4.11,906815,Hardcover,108,2003,18,2,25.0,0,4.12
9783957984258,4.14,26230697,Paperback,140,2015,17,2,1201.0,1,4.12
9783958341913,4.5,34109162,Hardcover,356,2016,6,4,6.0,0,4.36
9784048545617,4.16,17232950,Paperback,132,2010,42,1,13.0,1,4.175000000000001
9784048667753,4.12,22916504,Paperback,348,2014,176,7,344.0,1,4.33
9784062748681,3.98,1630197,Paperback,302,2009,422,5,317.0,1,3.9400000000000004
9784088800493,4.4,23197481,Paperback,258,2014,209,3,93.0,1,4.24
9784344406100,4.22,1691465,Wen Ku,270,2005,49,6,1179.0,0,4.285
9784592197492,3.4,23567129,Paperback,228,2013,7,3,6.0,1,3.74
9784805304723,3.64,4458181,Paperback,179,1981,5,1,1897.0,0,3.7866666666666666
9784861278426,4.12,11875667,Paperback,174,2011,156,7,60.0,1,4.08
9786020016757,4.08,13272687,Paperback,200,2011,3,2,20.0,1,4.25
9786020029252,3.5,15789732,Paperback,48,2012,2,1,100.0,1,3.6166666666666667
9786020214580,3.0,18113270,Paperback,152,2013,1,1,0.0,0,3.0
9786020247823,3.4,23167063,Paperback,216,2014,5,2,4.0,0,3.73
9786020329376,4.42,31142728,Paperback,406,2016,12,3,11.0,0,4.265000000000001
9786022470540,4.13,17157581,Paperback,440,2012,15,7,5048.0,1,4.19
9786022661634,3.72,18247963,Paperback,192,2013,36,5,78.0,0,4.23
9786024240165,3.65,30531689,Paperback,495,2016,4,3,119324.0,0,3.715
9786027328426,4.05,32075245,Paperback,174,2016,16,2,34085.0,0,3.83
9786028005944,3.5,6295222,Paperback,140,2008,2,1,0.0,0,3.75
9786028224765,3.44,13107518,Paperback,344,2010,3,1,51.0,0,3.46
9786028864022,3.72,9596054,Paperback,366,2010,21,12,186.0,1,3.66
9786029260069,3.56,17363785,Hardcover,276,2012,9,2,13.0,0,3.56
9786041030244,3.93,23567227,Paperback,596,2014,10,2,12947.0,0,4.1
9786041068940,4.05,25808631,Paperback,632,2015,12,4,3416.0,1,3.95
9786051730141,4.36,25846965,Paperback,656,2015,5,3,76.0,1,4.26
9786053432579,3.8,21854072,Paperback,336,2014,4,2,1804.0,1,3.68
9786053436829,3.79,27268930,Paperback,384,2015,12,4,13757.0,1,3.81
9786053607243,4.13,16095499,Paperback,127,2012,258,19,303.0,0,4.14
9786054125845,3.0,23520139,Paperback,304,2013,1,1,4.0,0,3.0
9786054377534,3.59,12359132,Paperback,368,2010,11,1,12440.0,1,3.69
