average_rating,format,num_pages,publication_year,ratings_count,text_reviews_count,to_read_count,series_binary,author_average_rating
3.71,Paperback,224,2002,1228,101,3372.0,0,3.78
3.79,Paperback,544,2002,53,8,110.0,0,3.626666666666667
4.06,Paperback,126,1971,170,22,38368.0,0,4.05
3.8,Hardcover,353,1984,44,6,2078.0,0,3.96
4.24,Hardcover,226,1983,14,1,2928.0,0,4.25
3.57,Paperback,228,1968,180,13,234.0,0,3.96
3.87,Paperback,137,1977,35,2,34.0,0,3.92
3.72,Paperback,417,1987,125,11,576.0,0,3.9
3.64,Paperback,143,1985,17,2,231.0,1,3.7
4.35,Hardcover,309,1961,11,2,57.0,1,4.27
4.14,Paperback,48,1980,1091,67,458.0,0,4.15
3.72,Hardcover,235,1985,8,3,83.0,0,4.03
3.89,Hardcover,32,1991,24,5,100.0,0,3.89
3.49,Paperback,320,1999,69,9,82.0,0,3.49
3.68,Hardcover,32,1987,19,3,17.0,0,4.21
4.13,Hardcover,317,1989,136,16,3026.0,1,4.15
3.26,Hardcover,128,1998,18,1,362.0,1,3.66
3.75,Hardcover,289,2002,121,13,476.0,1,3.92
3.23,Hardcover,351,2015,357,109,337.0,0,3.8
3.93,Hardcover,32,2001,55,13,28.0,0,3.8550000000000004
3.89,Hardcover,40,2004,112,20,135.0,0,4.09
4.27,Paperback,1040,1988,30,4,37.0,0,4.31
4.02,Paperback,368,2017,1966,529,6798.0,0,4.02
4.0,Hardcover,431,1971,1,1,0.0,0,4.0
4.5,Hardcover,215,1993,2,1,4.0,0,4.06
4.39,Paperback,717,2011,14,1,315.0,1,4.005454545454546
3.63,Paperback,198,1983,115,6,84.0,1,3.8
4.09,Paperback,404,1988,147,9,3823.0,1,3.96
3.77,Paperback,323,2001,562,28,102.0,1,3.81
3.48,Paperback,320,2003,50,6,23.0,1,3.44
4.08,Paperback,287,2011,1400,150,902.0,1,4.08
3.81,Hardcover,320,2014,1300,223,849.0,1,3.83
3.74,Paperback,80,2002,73,11,3465.0,0,3.9349999999999996
4.11,Paperback,32,2001,115,52,26.0,0,3.82
4.12,Hardcover,176,2003,14,5,243.0,1,4.09
4.11,Paperback,160,2005,1858,74,230.0,1,3.99
4.29,Hardcover,48,2008,694,140,97.0,0,4.14
3.5,Hardcover,123,2006,2,1,2.0,0,4.03
3.75,Paperback,512,1991,197,15,133.0,1,3.85
3.8,other,192,1996,322,42,49505.0,1,3.78
3.1,Paperback,400,1997,78,8,61.0,0,3.69
4.0,Paperback,112,1988,61,4,20.0,1,3.64
3.93,Paperback,240,1994,189,16,144.0,0,3.82
4.06,Paperback,112,2001,604,34,182.0,1,3.75
3.96,Paperback,96,2003,252,26,191.0,0,4.06
4.03,other,208,1984,310,36,5782.0,1,3.94
3.4,other,286,1958,10,1,3.0,0,3.7199999999999998
3.2,Paperback,128,1967,74,9,122.0,0,3.72
4.03,Paperback,186,1991,770,12,302.0,1,3.95
3.53,Paperback,267,1981,297,13,97.0,0,3.86
4.05,other,292,2010,10453,382,3204.0,1,3.83
3.98,Paperback,384,2009,2422,73,1756.0,1,4.08
3.58,Paperback,324,2010,403,113,589.0,0,3.66
3.66,Paperback,432,2015,96,15,2188.0,1,3.82
3.28,Paperback,32,2011,18,3,1.0,0,3.58
3.59,Paperback,48,2016,5,2,305.0,0,3.995
3.9,other,346,1983,520,31,101.0,0,4.11
3.89,other,476,1985,214,15,432.0,1,4.07
4.0,Paperback,278,1971,409,10,501.0,0,3.9
3.77,other,402,2004,1475,35,551.0,1,3.98
3.49,other,347,2007,550,51,542.0,1,3.67
3.97,Paperback,299,2010,854,102,548.0,1,3.87
3.79,Paperback,272,1997,524,20,222.0,1,3.77
3.3,Paperback,418,1999,72,7,41.0,0,3.67
3.62,Paperback,336,2014,556,88,1094.0,1,3.75
3.92,other,512,2001,26226,384,22443.0,0,4.010000000000001
4.11,Paperback,370,1984,36,1,4185.0,0,3.98
3.66,Paperback,371,1986,1,1,38.0,0,4.01
4.19,Paperback,648,2009,136,16,13.0,0,4.1075
4.31,Paperback,128,1989,16,4,13.0,0,4.13
3.95,Paperback,352,2008,42,5,1879.0,0,3.95
4.12,ebook,336,2012,3,1,1693.0,0,4.17
3.89,Hardcover,304,2000,15,3,33.0,0,3.7
3.31,Hardcover,299,2010,46,7,45.0,0,3.47
4.5,Paperback,240,2014,14,3,29.0,0,4.13
3.0,Hardcover,320,2001,2,1,4.0,0,3.0
4.8,Paperback,582,2010,5,1,15.0,0,4.140000000000001
3.5,Paperback,64,1992,6,1,3.0,0,3.5
4.29,Hardcover,312,2013,17,3,16.0,0,4.3149999999999995
3.44,Paperback,392,1995,16,4,23.0,0,3.63
2.98,Paperback,323,2009,103,18,111.0,1,3.0
2.67,Paperback,181,1984,3,1,7.0,1,3.82
3.8,Hardcover,32,1994,46,7,729.0,0,3.87
4.04,Hardcover,280,2013,48,11,613.0,0,4.14
3.6,Hardcover,240,1983,4,1,7.0,0,4.03
3.33,Paperback,336,1981,1,1,2.0,0,3.84
3.91,Paperback,314,1991,49,3,113.0,1,3.955
4.01,Paperback,115,2006,176,19,26186.0,0,3.97
3.94,Paperback,212,2001,131,12,144.0,0,3.995
4.02,Paperback,354,2002,150,10,179.0,1,4.01
3.89,Hardcover,253,2009,2,1,35.0,0,3.72
4.17,Hardcover,32,2001,2258,134,1207.0,0,3.87
3.86,Hardcover,144,2002,177,8,281.0,1,3.86
3.36,Paperback,285,2000,9,2,31.0,0,3.89
4.6,Hardcover,80,1992,4,1,0.0,0,4.0
3.69,Paperback,744,2004,31,1,43.0,0,3.955
3.1,Hardcover,24,2016,49,7,11.0,0,3.71
4.43,Hardcover,160,2016,0,1,656.0,0,4.18
3.96,Hardcover,40,2008,262,62,84.0,0,3.98
3.76,Paperback,186,2008,94,13,62.0,1,3.67
3.83,Paperback,276,2010,85,27,15648.0,0,3.87
3.83,Hardcover,32,2013,818,225,236.0,0,4.14
3.59,Paperback,176,2010,23,10,0.0,0,3.7699999999999996
3.85,other,28,2011,26,6,7.0,0,3.89
4.15,Hardcover,256,2012,34,10,617.0,0,4.125
4.17,Paperback,128,2012,12,1,11.0,0,3.87
3.83,other,14,2013,99,16,142.0,0,3.99
3.95,Paperback,321,2013,37,2,838.0,1,3.94
4.12,Paperback,96,2016,26,7,29.0,0,4.105
3.78,Hardcover,288,2016,74,31,3123.0,0,3.69
3.14,Hardcover,194,2010,304,35,157.0,1,3.765
3.74,Paperback,368,2013,3,1,68.0,1,3.87
3.92,Paperback,736,2006,86,9,10998.0,1,3.73
4.22,Paperback,528,2014,24,8,8360.0,1,3.96
3.55,Paperback,492,2011,123,23,921.0,0,3.69
3.95,Paperback,496,2000,13,3,95.0,1,3.81
4.12,other,334,1979,42,6,1062.0,0,4.0
4.08,Paperback,408,1988,91,6,77.0,0,4.03
3.44,Paperback,192,2009,19,8,113.0,0,3.65
3.23,other,400,2016,576,113,3629.0,0,3.6
3.98,Paperback,256,2016,2,1,889.0,0,3.99
3.92,other,624,1995,25023,602,9806.0,1,3.79
3.6,Paperback,307,2001,154,7,145.0,0,3.74
3.8,Paperback,323,2001,79,6,95.0,1,3.65
4.08,Paperback,525,2007,11612,394,4304.0,1,3.97
3.5,other,432,2005,373,18,273.0,1,3.56
3.89,Hardcover,336,2000,30,7,1453.0,1,4.32
4.38,ebook,737,2004,77,13,2171.0,1,4.17
4.16,ebook,448,2009,34,11,3647.0,1,4.03
5.0,Paperback,28,2009,2,2,,0,3.71
4.26,other,8,2005,12,5,742.0,1,4.1433333333333335
4.36,Paperback,720,2004,17,1,13.0,1,4.23
3.8,Paperback,192,2001,31,1,20.0,1,4.02
3.87,Hardcover,428,2008,269,16,73.0,0,3.87
3.66,Hardcover,222,1975,81,16,91042.0,0,3.93
3.74,Paperback,342,2003,6576,441,5741.0,1,3.79
3.94,Paperback,306,2009,158,31,6339.0,1,3.94
3.87,Paperback,548,2012,143,19,151.0,1,4.0
4.18,Paperback,544,2012,218,13,16232.0,1,4.05
4.17,Paperback,360,2011,197,1,96.0,1,4.09
3.17,Paperback,146,1991,12,1,16.0,0,4.18
3.69,Paperback,256,1980,18,2,55.0,0,3.65
3.43,Hardcover,288,1959,4,2,522.0,1,3.7
4.18,Paperback,319,1988,136,18,11547.0,1,4.03
3.96,Paperback,224,1987,12,4,208.0,0,4.0
3.76,Paperback,30,1998,11,2,21.0,0,4.28
3.67,Paperback,80,1997,3,1,3.0,0,4.13
3.52,Paperback,141,1994,665,16,244.0,1,3.8
3.8,Paperback,136,1999,190,1,374.0,1,3.68
3.58,Paperback,128,1999,64,1,72.0,1,3.8
3.91,Paperback,128,1999,989,41,359.0,1,3.98
3.85,Paperback,48,1998,11,5,10.0,0,3.82
4.06,Hardcover,48,1997,13,1,92.0,1,4.0649999999999995
3.78,Paperback,364,2007,343,43,18490.0,1,3.74
4.29,Hardcover,424,2012,4497,633,3790.0,0,3.74
1.0,Paperback,144,2007,1,1,0.0,0,4.27
5.0,Paperback,248,2007,2,2,8.0,0,5.0
4.12,Hardcover,483,2011,1,1,252.0,1,3.97
3.43,Hardcover,320,2001,21,1,12.0,0,3.83
4.06,Hardcover,120,2001,20,3,338.0,0,4.035
4.08,Paperback,357,2003,23485,765,10441.0,1,3.78
4.83,Paperback,87,2007,6,4,17.0,0,4.83
3.5,Paperback,76,2012,39,7,78.0,0,3.3600000000000003
5.0,Paperback,164,2012,2,1,193.0,0,5.0
4.14,Paperback,104,2013,7,3,11.0,0,4.14
4.12,Paperback,284,2013,64,5,288.0,0,4.07
3.29,Hardcover,352,2001,5,1,58.0,0,3.33
3.8,Paperback,515,2005,2,1,11.0,0,3.85
4.14,Hardcover,336,2005,67,7,53.0,0,3.72
3.56,Paperback,32,2004,48,10,8.0,1,3.81
3.75,Paperback,416,2006,868,77,698.0,1,3.855
4.4,Hardcover,150,2006,171,7,498.0,0,4.4
3.99,Paperback,391,2007,843,113,25491.0,0,3.96
4.33,Paperback,171,2012,14,7,93.0,0,4.57
4.13,Paperback,216,2016,23,14,38.0,0,4.06
5.0,other,176,2016,2,2,4.0,0,5.0
4.71,Paperback,559,2017,7,2,7.0,0,3.78
4.33,Paperback,192,2001,3,2,0.0,0,3.92
4.12,Paperback,684,1996,285,12,938.0,0,4.01
4.13,Hardcover,48,2011,112,15,12007.0,1,4.13
4.24,Hardcover,496,2005,129,19,4974.0,0,4.066666666666667
4.12,Paperback,127,1982,26,3,63.0,0,4.07
4.4,Hardcover,32,1991,4,1,4.0,0,3.88
4.27,Hardcover,400,2004,20,3,10.0,0,4.125
3.81,Paperback,384,1996,279,42,283.0,0,4.06
3.76,Paperback,164,1998,1556,53,501.0,1,3.8600000000000003
3.61,Paperback,130,1999,234,7,96.0,1,3.58
3.85,Hardcover,443,1982,8,2,112.0,0,3.94
3.62,Paperback,179,1996,71,7,47.0,1,3.95
3.45,Paperback,282,1997,31,3,8.0,0,3.4
4.11,Paperback,156,1996,1095,100,1633.0,0,4.22
4.12,Paperback,285,1992,52,5,129.0,0,4.015000000000001
3.62,Paperback,165,1995,1284,32,995.0,1,3.68
4.07,Paperback,96,1993,13,4,12.0,0,3.89
3.87,Paperback,416,2001,3666,25,863.0,1,4.0
4.05,Paperback,368,1995,60,7,56.0,1,3.88
3.54,Paperback,260,2007,12,1,16.0,0,3.52
4.5,Hardcover,368,2014,8,2,67.0,0,4.5
3.67,Paperback,480,1985,112,11,69.0,0,3.79
3.93,Hardcover,576,1988,28,3,19.0,0,4.18
4.15,Hardcover,544,1926,428,9,457.0,0,4.075
3.7,Paperback,400,1997,16,3,474.0,0,3.77
4.15,Hardcover,332,1994,60,17,5710.0,0,4.08
4.22,Hardcover,519,1998,79,11,6103.0,1,4.095000000000001
4.06,Hardcover,448,2000,228,48,16377.0,0,3.94
3.56,Hardcover,236,1977,9,3,8.0,0,3.71
4.15,Hardcover,736,2000,28,5,2781.0,1,4.08
3.99,ebook,240,2010,289,22,737.0,0,3.91
4.08,Paperback,416,2002,164,5,377.0,0,4.24
3.71,Hardcover,29,1991,10,2,8.0,1,4.02
4.14,other,106,2005,41,8,3522.0,0,4.11
3.69,Paperback,320,2000,276,43,95.0,0,3.7
3.26,Hardcover,152,1983,75,14,62.0,0,3.35
4.13,Hardcover,48,2000,15,3,425.0,0,3.84
3.52,Hardcover,32,2002,6,2,1.0,0,4.09
2.5,other,259,1987,2,1,1.0,0,3.33
4.06,Paperback,224,1993,3497,34,1240.0,0,4.08
4.1,Paperback,40,1998,19,3,16.0,0,3.835
2.95,Hardcover,167,2011,293,75,405.0,0,3.43
3.98,other,14,2003,227,17,57.0,0,3.97
3.82,Paperback,128,2004,4180,367,3006.0,0,3.98
3.76,Paperback,288,2005,77,15,317.0,1,4.03
4.27,other,274,2005,87241,3190,13377.0,1,4.23
3.83,Hardcover,105,2003,5,1,46.0,0,3.76
3.88,Hardcover,202,2005,107,15,240.0,0,3.93
3.42,Hardcover,305,2008,29,3,62.0,1,3.6
4.06,Hardcover,235,2009,48,8,87.0,1,4.1000000000000005
4.0,Hardcover,227,2015,1,1,9.0,0,3.69
3.7,Paperback,236,2014,201,50,617.0,1,3.81
3.95,Paperback,245,2015,16,10,250.0,0,3.95
4.67,Paperback,140,2015,14,5,371.0,1,4.43
3.72,Paperback,193,2015,26,16,359.0,1,3.99
4.47,Paperback,80,2015,6,3,304.0,0,4.09
3.58,Paperback,50,2016,6,3,23.0,1,3.75
4.28,Paperback,310,2017,3,2,1878.0,1,4.2
4.33,Hardcover,184,2016,3,3,9.0,0,4.17
4.07,Hardcover,336,2007,36,7,110.0,0,4.15
3.77,Paperback,352,1992,20,2,55.0,0,3.44
4.18,Paperback,192,1968,3,1,16.0,0,3.77
4.78,Hardcover,590,2005,9,2,2.0,0,4.73
4.0,Hardcover,78,1996,2,1,1.0,0,3.11
3.89,Paperback,113,1999,1,1,17.0,0,3.95
3.78,Hardcover,240,2003,32,3,10.0,0,3.76
4.12,Hardcover,105,2006,37,3,87.0,0,4.0280000000000005
4.26,other,5,2016,37,9,22161.0,0,4.226666666666667
4.1,Paperback,54,1969,14,2,331.0,0,3.98
3.63,Hardcover,304,2015,45,16,104.0,0,3.63
3.99,Hardcover,416,2017,4,1,1187.0,1,3.935
3.73,Paperback,224,1974,8,1,79.0,0,3.94
3.45,Paperback,232,2002,132,10,566.0,0,3.74
4.02,Paperback,224,1997,87,19,83.0,0,4.1
4.39,other,192,2010,4,2,606.0,1,4.17
3.21,Hardcover,288,2012,201,56,119.0,0,3.75
5.0,Paperback,349,2011,7,5,21.0,0,4.25
3.97,ebook,464,2016,68,16,44851.0,1,3.87
4.11,Hardcover,32,2017,34,8,461.0,0,4.11
3.0,Hardcover,36,2005,1,1,2.0,0,4.03
3.5,Hardcover,24,2002,1,1,2.0,1,3.68
4.12,Paperback,272,2009,8,1,6.0,0,3.955
4.33,Paperback,312,2012,52,12,173.0,0,4.11
3.92,Paperback,312,2013,31,8,227.0,0,3.815
4.04,other,5,2006,229,82,240115.0,1,4.04
3.86,other,0,2006,23,4,236.0,0,3.92
4.2,other,5,2006,78,16,43590.0,1,4.050000000000001
3.43,Hardcover,376,2001,7,2,6.0,0,3.76
4.45,Hardcover,32,2009,20,1,9.0,0,4.24
4.17,ebook,240,2009,11,5,1334.0,0,4.11
3.51,Hardcover,240,2003,81,14,60.0,0,3.3
3.78,Paperback,224,2003,229,16,146.0,0,3.6799999999999997
3.81,Paperback,256,2006,39,8,135.0,0,3.87
3.78,Hardcover,416,2009,88,17,84.0,0,3.9
3.53,Hardcover,430,2005,20,2,225.0,1,3.93
3.79,Paperback,352,2005,53,6,36.0,0,3.8
3.8,Paperback,483,2004,2212,91,1342.0,1,3.855
2.95,Paperback,224,1999,18,2,30.0,0,3.185
3.88,Paperback,560,2004,8,1,22.0,0,3.88
3.8,Hardcover,32,2011,4,1,5.0,0,4.0
3.78,Paperback,16,2005,10,2,5.0,0,3.98
4.2,Paperback,480,1999,10,1,1342.0,0,4.16
3.5,Paperback,275,2008,143,21,3782.0,0,3.66
3.0,Hardcover,200,2012,1,1,2.0,0,4.0
3.58,Paperback,283,2006,31,7,25.0,1,3.53
3.0,Paperback,248,2012,12,1,159.0,0,3.38
3.55,Paperback,128,1992,19,2,10.0,0,3.59
4.25,Hardcover,192,2014,3,1,12.0,0,4.09
4.29,Paperback,640,2011,16,1,179.0,1,4.08
2.91,Paperback,496,2011,113,18,72.0,0,2.71
3.72,Paperback,480,2012,201,31,70.0,1,3.59
4.13,Paperback,384,2013,99,14,90.0,0,3.96
3.75,Paperback,160,2010,2,1,3.0,0,3.6
2.94,Paperback,304,1997,130,10,13.0,0,3.5
3.61,Paperback,320,2003,112,14,32.0,0,3.63
4.0,Hardcover,420,2006,162,23,942.0,1,3.94
4.08,Hardcover,218,2002,10,1,30.0,0,4.08
4.12,Paperback,226,2009,318,25,209.0,1,4.13
4.32,Paperback,320,2006,276,24,2895.0,1,4.21
3.94,Paperback,309,2010,52,10,4186.0,1,3.99
4.17,Paperback,592,2013,115,7,221.0,1,3.99
3.4,Paperback,376,2012,13,3,274.0,0,3.7
4.25,Paperback,336,2013,6,1,16.0,0,4.04
4.35,Paperback,264,2016,53,22,394.0,0,4.35
3.52,Paperback,284,2011,367,43,257.0,0,3.8066666666666666
3.51,Paperback,176,2008,89,22,233.0,0,3.38
3.27,Hardcover,304,2010,16,5,36.0,1,3.37
4.67,Paperback,274,2009,1167,38,832.0,1,4.61
3.62,Paperback,352,2009,31,7,30.0,0,3.55
3.31,Paperback,289,2010,400,55,967.0,1,3.77
3.32,other,320,2009,14,2,1061.0,0,3.45
4.51,Paperback,320,2016,10,2,183.0,1,4.43
4.12,Paperback,128,2001,8,1,7.0,0,3.88
4.0,Hardcover,400,2009,3,1,2.0,0,3.91
4.07,Hardcover,112,2016,73,32,354.0,0,3.91
3.7,Hardcover,216,2012,256,83,619.0,0,4.03
3.68,Hardcover,32,2013,17,4,7.0,0,3.97
2.81,Hardcover,32,2012,13,5,2.0,0,3.375
4.19,Hardcover,64,2012,45,16,29.0,0,4.21
3.04,Paperback,448,2001,45,6,26.0,0,3.3600000000000003
3.18,Paperback,240,2015,34,15,25.0,0,3.05
2.5,Paperback,224,2013,2,1,4.0,0,3.43
3.47,other,16,2001,39,9,60.0,1,4.085
3.66,Paperback,40,2008,8,4,61.0,0,3.86
3.79,Hardcover,128,2013,538,157,740.0,0,3.55
3.1,Hardcover,32,2014,61,23,24.0,0,3.85
3.64,other,8,2015,11,1,4.0,1,3.8
3.2,Hardcover,128,2001,15,4,32.0,0,3.66
3.0,other,10,2011,1,1,0.0,0,3.75
3.85,Paperback,317,2006,724,86,1010.0,1,3.96
3.57,Paperback,256,2003,134,4,70.0,1,3.74
3.68,Paperback,352,2006,64,11,5.0,1,3.8866666666666667
3.88,Hardcover,432,2016,181,27,316.0,1,3.71
3.41,Paperback,285,2016,151,35,1765.0,0,3.5
4.8,Paperback,322,2001,5,1,8.0,0,4.09
3.73,Hardcover,160,2008,29,9,40.0,0,3.8
3.61,Paperback,395,2014,1227,196,1093.0,0,3.87
4.28,Paperback,240,2012,130,18,131.0,0,4.14
3.7,Paperback,400,2004,163,14,163.0,0,3.93
3.84,Paperback,496,2010,8,1,346.0,0,4.07
4.2,other,393,2009,99,9,6612.0,1,4.04
2.86,Hardcover,16,2010,3,2,4.0,0,3.75
3.43,Paperback,401,2004,7,1,4.0,0,3.43
3.71,Hardcover,126,2010,1,1,646.0,0,3.68
4.28,Hardcover,136,2006,33,3,492.0,1,4.085
3.62,Paperback,96,2005,78,8,52.0,1,3.8733333333333335
3.25,Paperback,144,2009,158,8,67.0,0,3.785555555555556
3.7,Hardcover,240,2010,308,14,215.0,1,3.8942857142857146
3.76,Hardcover,144,2012,678,51,160.0,1,4.018571428571429
4.03,Paperback,136,2014,148,16,682.0,1,3.9133333333333336
3.14,Paperback,160,2015,158,22,39.0,1,3.7575
4.14,Paperback,128,2016,21,3,10.0,1,3.84
3.84,Paperback,224,2016,213,22,121.0,1,4.01
3.71,Hardcover,208,2007,73,9,1.0,0,3.65
3.48,Hardcover,240,2006,3,1,285.0,1,4.04
4.62,Hardcover,969,2007,953,228,8408.0,1,4.44
3.47,Paperback,272,2010,19,2,71.0,0,3.47
4.0,Paperback,416,1997,64,4,78.0,0,4.055
3.87,Hardcover,288,2003,47,4,237.0,0,3.9
3.63,Paperback,416,2001,604,68,506.0,1,3.73
3.07,Paperback,260,1996,14,2,23.0,0,3.25
4.24,other,18,2005,17,4,11.0,0,4.055
4.16,Paperback,301,2009,200,23,62.0,1,3.92
3.62,Paperback,253,2008,130,12,116.0,1,3.65
3.59,Paperback,303,2007,34,6,14.0,1,3.77
4.12,Paperback,240,2012,44,9,69.0,0,3.89
3.34,Hardcover,214,2010,86,22,107.0,0,3.39
3.7,Paperback,421,2004,248,20,238.0,0,3.73
3.0,Hardcover,162,2006,2,1,3.0,0,4.0
2.79,Hardcover,336,2008,296,55,198.0,0,3.46
4.01,Paperback,150,2012,127,39,370.0,0,4.11
3.8,Paperback,176,2013,477,86,591.0,0,3.9
4.39,Paperback,256,2012,84,12,312.0,0,4.39
3.97,Paperback,204,1999,9,1,99.0,0,4.12
4.13,Hardcover,326,2006,355,29,649.0,0,4.13
3.92,Paperback,205,2003,238,22,197.0,1,3.7
3.69,Paperback,276,2010,14,2,24.0,0,4.09
3.79,Paperback,304,2014,14,7,18.0,0,3.69
3.79,Paperback,192,1986,141,12,345.0,0,4.01
3.76,Paperback,369,1992,30,3,53.0,0,3.62
3.58,Hardcover,192,2011,19,7,58.0,0,3.59
3.0,Hardcover,27,1988,2,1,0.0,0,3.67
3.75,Paperback,371,2001,4,2,3.0,0,3.75
3.27,other,8,2014,2,1,1796.0,0,3.81
3.6,Hardcover,432,2014,101,27,394.0,0,3.605
3.44,Paperback,416,2015,280,32,3948.0,0,3.48
3.65,Paperback,216,1999,134,4,183.0,0,3.62
3.0,other,170,1980,2,1,1.0,0,3.25
4.02,Hardcover,160,2008,90,13,62.0,0,4.069999999999999
3.93,Paperback,306,1985,10,2,1504.0,1,3.69
4.38,Hardcover,316,1998,13,2,15.0,0,4.05
3.53,Hardcover,189,1987,76,4,41.0,0,3.9425
4.28,Hardcover,411,2012,21,5,2.0,1,3.9
3.68,Paperback,320,2010,96,18,304.0,0,3.905
4.5,ebook,257,2010,2,1,1275.0,0,4.42
4.17,other,0,2002,10,1,2145.0,1,3.9349999999999996
3.85,Paperback,128,1990,2054,29,504.0,1,3.99
3.5,Hardcover,455,2012,4,1,5.0,0,3.483333333333333
4.45,Paperback,581,2010,2,1,10.0,0,4.01
3.36,Paperback,184,2006,187,30,42.0,0,3.53
3.4,Paperback,344,2006,64,5,131.0,0,3.955
3.93,Hardcover,232,2011,43,16,49.0,0,3.93
3.76,Hardcover,208,2007,2050,298,1470.0,0,3.75
2.66,Paperback,191,2008,65,10,35.0,0,2.66
4.16,Paperback,240,2003,52,5,426.0,0,4.116666666666666
3.61,Paperback,245,2012,531,65,60.0,0,3.766666666666667
4.34,Paperback,38,2014,343,40,321.0,1,4.28
3.67,Paperback,64,2001,18,4,11.0,0,4.17
4.45,Hardcover,224,2007,140,14,126.0,0,4.38
4.0,Hardcover,220,1985,3,1,4.0,0,4.14
3.83,Paperback,384,1989,215,33,4291.0,0,3.83
3.64,Paperback,345,2000,36,4,28.0,0,3.77
4.1,Paperback,594,2006,269,46,257.0,0,3.84
3.27,Paperback,304,2011,24,6,642.0,0,3.5
2.85,Paperback,320,2015,1,1,164.0,0,3.82
4.28,Paperback,71,2004,133,21,20.0,0,4.29
3.55,Paperback,135,2012,22,9,17.0,0,3.55
3.65,Paperback,323,2008,9,2,196.0,0,3.71
2.75,Hardcover,246,1989,2,1,188.0,0,3.74
3.0,Hardcover,64,1996,2,2,0.0,0,3.0
3.93,Paperback,256,2001,15,2,1588.0,0,3.96
4.0,Hardcover,320,1991,7,3,5.0,0,3.6
3.4,other,351,1998,77,5,78.0,0,3.75
2.83,Paperback,220,2003,5,2,9.0,0,3.16
3.9,Hardcover,49,2008,63,6,34.0,0,3.62
3.25,Hardcover,45,2009,8,1,2.0,0,3.87
4.14,Paperback,57,2016,1,1,16.0,0,4.02
3.97,Paperback,736,2004,147,16,273.0,0,3.9933333333333336
4.29,Paperback,328,2011,45,5,357.0,0,4.3
3.33,Hardcover,72,1993,3,1,2.0,0,3.455
4.4,Hardcover,80,2009,5,2,6.0,0,3.59
3.2,Hardcover,380,1996,3,1,5.0,0,3.62
4.0,Hardcover,158,1999,1,1,2.0,0,3.76
3.96,Hardcover,32,1995,353,22,233.0,0,4.1025
3.82,Hardcover,160,1997,2,1,15.0,0,4.0
3.78,Paperback,30,1998,50,10,46.0,1,3.89
4.22,Hardcover,167,1997,41,6,230.0,0,4.199999999999999
4.32,Hardcover,624,2013,22,4,129.0,0,4.01
3.71,Hardcover,337,2005,17,4,55.0,0,3.55
4.0,Paperback,128,2005,14,4,14.0,0,3.8
4.49,Paperback,246,2006,35,4,35.0,0,4.37
3.99,Paperback,224,2004,499,32,873.0,0,3.995
3.91,Paperback,256,1989,32,2,19.0,0,3.94
4.29,Paperback,494,1992,441,40,253.0,1,4.06
4.05,Paperback,215,2015,35,11,78.0,0,3.86
4.0,Hardcover,354,1973,7,2,6.0,0,3.74
4.17,Paperback,143,2012,6,1,10.0,0,4.17
3.89,Paperback,336,1997,34,6,46.0,0,4.19
4.14,Paperback,160,2002,33,3,42.0,0,4.41
4.23,Paperback,48,2015,79,2,148.0,0,4.37
3.73,Paperback,355,2004,685,49,880.0,0,3.77
4.62,Hardcover,240,2004,8,2,7.0,0,3.94
4.4,Hardcover,224,2005,125,9,52.0,0,4.355
4.21,Hardcover,176,2011,29,5,26.0,0,3.9933333333333336
3.7,Hardcover,224,2012,20,3,27.0,0,3.81
4.23,Paperback,165,2005,8560,168,4960.0,0,4.1
5.0,Hardcover,188,1999,1,1,,0,3.88
4.14,Hardcover,127,2009,7,2,10.0,0,4.4
4.0,Paperback,32,2009,2,2,9.0,0,3.75
2.4,Paperback,404,2002,5,1,8.0,0,3.725
3.76,ebook,432,2012,4,2,70287.0,1,3.89
4.27,Paperback,400,2014,154,11,323.0,1,3.86
3.62,Paperback,357,2011,17,4,3187.0,1,3.72
3.1,Paperback,528,2012,326,78,719.0,0,3.34
3.86,ebook,257,2014,84,24,138.0,0,3.81
3.71,Paperback,480,2009,6,1,8.0,0,4.07
4.3,Paperback,88,1990,30,2,7.0,0,4.3
3.83,Paperback,287,2001,6,2,25.0,0,4.16
3.73,Hardcover,162,2011,853,139,1317.0,0,3.68
3.57,Hardcover,154,1995,7,1,3.0,0,3.57
3.95,Paperback,123,1989,43,3,35.0,0,3.985
4.0,Hardcover,207,1999,12,1,3.0,0,3.61
4.08,Paperback,41,1996,12,2,12.0,0,3.82
3.27,Paperback,32,2000,11,5,6.0,0,3.59
4.11,Paperback,348,1996,11,2,40.0,0,3.9499999999999997
3.38,Paperback,160,2017,40,28,296.0,0,3.43
4.21,Paperback,141,2006,51,11,19.0,0,4.21
4.17,Paperback,299,2008,692,31,743.0,0,4.14
4.3,Paperback,150,2015,10,4,210.0,0,4.3
4.31,Paperback,238,1985,440,31,384.0,1,4.2
4.38,Hardcover,226,1978,51,12,2564.0,0,4.37
4.21,Hardcover,545,1987,540,21,287.0,0,4.0649999999999995
3.2,Hardcover,238,1980,2,1,20.0,0,3.7
4.05,Paperback,171,1988,12,4,558.0,1,4.19
3.65,Hardcover,87,1993,37,7,33.0,0,3.65
4.6,Paperback,168,2016,5,4,538.0,0,4.6
3.33,Paperback,302,2001,1,1,12.0,0,3.75
3.6,Hardcover,172,1971,19,3,27.0,0,3.71
3.33,Paperback,224,1995,19,4,32.0,0,3.97
